26	25	20	16	7	17	4
23	25	32	14	19	6	12
7	32	31	2	9	25	9
15	29	16	3	24	14	5
5	13	20	22	29	3	9
7	26	15	29	1	8	10
33	26	32	19	6	21	13
9	32	12	31	7	10	13
26	32	21	28	29	2	1
21	5	4	12	3	17	14
18	10	6	1	27	11	12
28	15	30	2	1	22	2
21	12	3	1	5	28	12
30	24	2	18	13	16	12
15	10	19	24	3	7	10
24	19	27	17	20	25	12
30	14	32	4	17	6	12
16	29	25	4	27	23	3
6	29	30	7	3	33	2
19	15	18	13	4	6	5
4	29	10	8	9	30	3
19	3	8	21	2	13	3
27	10	21	11	31	13	1
29	27	33	31	24	26	16
32	18	7	30	22	33	6
33	21	6	4	26	20	2
16	25	20	23	19	13	10
29	13	17	16	8	32	16
22	33	8	17	16	11	8
22	3	30	12	6	10	15
5	19	28	4	8	27	8
11	1	16	7	14	15	14
19	28	5	22	4	29	15
31	11	1	27	17	18	14
18	10	25	14	26	27	15
13	25	23	4	33	27	14
30	29	17	18	9	26	8
17	32	26	16	20	2	8
16	27	26	31	14	3	9
25	14	31	4	13	17	4
13	19	5	17	15	21	15
13	12	10	4	32	30	13
11	5	28	14	24	26	13
3	10	24	16	7	29	13
2	23	24	19	15	14	12
6	25	4	3	17	1	11
24	2	22	20	11	31	5
18	13	27	31	20	14	2
13	19	31	24	17	14	8
8	13	29	12	19	2	4
5	15	14	7	13	3	15
29	28	24	32	17	16	12
9	33	25	24	19	2	10
10	1	31	4	20	9	7
16	5	17	14	4	1	1
26	21	13	25	18	22	1
19	17	8	26	7	21	12
25	31	26	32	8	33	9
31	10	19	26	5	7	14
3	6	2	21	22	25	5
16	21	2	17	7	14	5
31	18	2	25	14	1	8
19	16	24	17	30	12	5
12	19	32	2	4	33	16
15	28	30	13	33	18	1
23	6	26	33	15	2	8
17	16	22	3	4	29	13
26	29	3	13	6	27	7
26	7	23	5	11	10	16
3	22	1	13	16	21	8
11	26	7	13	8	15	13
18	19	24	12	1	21	10
15	9	1	19	4	5	13
17	18	26	23	25	24	4
31	24	10	12	13	17	15
9	17	1	24	31	26	5
1	13	18	3	5	16	5
9	12	14	20	22	6	13
13	6	26	10	8	4	5
27	13	21	14	22	23	4
28	6	17	12	8	33	5
26	3	32	9	24	20	10
6	30	19	3	12	31	13
21	4	9	17	25	31	1
2	13	14	17	19	26	14
18	30	17	23	2	29	6
7	25	16	2	8	30	9
18	23	7	3	27	1	12
8	30	18	24	2	15	3
22	25	18	32	17	1	1
27	3	31	24	21	28	8
21	15	19	2	3	8	11
16	30	9	18	26	31	14
2	16	26	27	23	18	10
23	3	7	2	27	18	6
29	18	1	12	26	13	15
26	18	11	31	20	13	9
1	26	24	23	30	21	5
33	13	9	19	10	7	6
26	10	24	4	33	23	10
4	10	13	26	30	25	10
27	16	15	22	28	9	6
32	17	9	3	21	26	1
12	10	2	33	18	24	15
15	16	6	26	5	19	6
31	7	2	1	15	21	16
32	14	4	8	28	25	16
28	4	24	19	11	20	12
17	4	25	8	33	1	1
28	3	13	18	27	20	5
23	28	7	13	6	29	9
6	8	12	11	25	2	2
18	29	6	32	12	15	10
12	16	25	27	9	2	6
8	30	18	13	25	11	15
10	6	29	1	5	2	16
31	25	27	30	17	7	9
8	5	15	13	11	25	5
8	24	28	1	22	20	1
26	10	22	20	5	9	7
22	1	24	29	33	25	15
1	17	15	25	8	11	1
5	18	20	15	28	10	10
8	1	24	18	30	29	16
17	4	18	7	8	13	10
3	1	24	12	26	27	1
25	18	32	15	29	4	15
4	23	24	20	8	2	7
8	15	22	12	17	33	16
26	15	29	8	6	2	16
19	8	21	1	9	31	11
17	23	27	32	24	7	2
20	33	9	6	14	17	9
4	20	11	16	22	29	10
18	26	25	4	9	21	6
23	6	12	22	1	26	8
30	24	27	3	4	17	6
1	16	29	33	8	3	7
18	16	24	26	21	10	1
7	12	21	24	28	23	3
27	11	9	25	17	16	14
27	32	31	7	3	5	10
33	28	10	32	9	19	6
3	13	28	19	30	27	2
13	20	24	22	16	6	16
15	6	1	31	25	10	14
23	8	16	26	7	9	1
6	27	23	15	30	5	12
8	25	1	16	30	17	10
31	5	29	28	21	30	8
27	12	24	1	13	8	8
2	18	10	20	30	14	3
20	2	22	23	31	21	12
13	31	8	1	27	14	2
24	27	3	2	26	9	5
14	10	16	13	8	23	16
18	14	11	22	8	12	2
3	11	17	23	9	1	12
21	8	14	20	24	2	9
1	31	32	12	29	14	15
22	5	13	9	15	12	14
18	17	19	10	2	29	15
16	23	20	1	27	31	2
31	30	22	23	6	8	1
14	13	26	5	20	17	1
13	33	8	27	31	23	7
14	32	24	22	12	20	11
13	20	18	23	3	28	13
1	14	21	7	10	25	1
1	22	31	32	21	3	7
32	30	17	2	8	7	12
26	8	30	31	14	25	11
6	2	23	17	24	10	3
20	11	15	31	13	33	3
2	22	4	26	19	16	12
27	18	15	1	22	8	9
18	1	11	12	9	30	10
4	19	11	1	17	29	12
12	25	11	5	32	19	5
32	13	3	1	2	8	7
13	20	3	2	19	23	8
8	1	12	25	14	6	6
28	24	27	30	3	22	14
1	2	29	27	19	23	10
28	27	17	23	32	4	3
30	7	28	22	26	21	11
6	10	27	1	28	26	2
23	8	6	1	33	10	2
13	20	32	21	3	10	15
23	21	12	32	11	27	5
20	2	13	29	3	4	1
3	9	27	23	31	21	5
19	22	33	10	4	28	4
32	11	20	31	3	6	10
3	29	25	13	5	19	12
24	25	19	32	30	12	11
8	25	17	32	23	21	12
1	16	6	7	11	13	1
3	19	21	16	24	26	6
29	28	6	14	30	13	8
21	18	10	9	11	19	10
25	22	11	13	6	32	12
8	12	11	25	29	10	9
28	18	21	29	8	33	8
7	25	5	13	28	24	4
6	25	3	31	10	16	5
5	1	16	14	22	17	3
12	6	3	32	16	1	12
15	25	3	4	30	26	13
22	2	4	19	8	5	12
5	7	13	4	25	10	11
7	26	31	29	27	16	14
11	2	9	22	24	27	11
32	29	31	18	2	1	2
19	25	17	9	16	2	4
24	14	22	5	6	26	9
27	24	2	22	26	10	6
29	11	32	30	33	28	2
6	1	23	12	11	3	11
10	33	30	12	8	2	16
21	23	28	16	4	1	6
1	3	26	7	28	14	2
3	2	16	1	18	23	12
25	13	14	8	33	2	10
8	7	30	24	14	22	7
26	8	12	15	7	22	8
21	13	9	24	32	1	6
5	13	15	7	30	18	14
22	33	28	14	30	27	14
13	14	3	5	7	18	5
18	17	5	8	6	3	14
28	16	13	12	23	1	7
14	27	22	28	26	31	4
7	30	6	33	23	3	13
27	32	29	7	17	18	13
12	18	14	25	1	7	16
25	7	8	6	20	21	10
27	21	3	19	4	28	5
6	25	10	30	8	16	14
7	20	4	16	6	19	4
16	18	3	29	22	1	4
15	29	32	22	6	12	10
8	6	32	10	22	18	16
16	9	20	22	33	3	15
11	33	26	3	5	15	11
17	5	18	1	29	10	12
9	28	23	5	11	17	10
20	15	19	24	11	7	13
31	29	13	21	2	28	9
11	33	4	22	18	5	12
29	27	17	5	1	15	2
14	33	7	4	26	32	14
17	14	21	8	15	12	1
30	1	33	22	14	4	1
30	14	1	3	33	19	16
5	15	28	33	12	3	6
